Acoustic/Folk_0,Alt_Music_1,Blues_2,Bollywood_3,Country_4,HipHop_5,Indie Alt_6,Instrumental_7,Metal_8,Pop_9,Rock_10
0.00048226660744126837,0.5416268465322751,0.012778381054013384,3.156751849007508e-05,5.969504375284359e-05,0.0007816575300650752,0.11693051244308209,4.735247335721229e-05,0.0029405246150339247,0.016746730737113275,0.3075744654453757
3.1188015896741396e-05,0.005524147349454091,0.0008812308383051165,3.1005942930966307e-06,7.311522994996037e-06,0.0013102101299178283,0.01811829032880614,2.6264585389404953e-06,0.80641160778051,0.0023809644855500825,0.1653293224957329
1.950688267408412e-05,0.0042237328841050244,0.00013895172647002208,4.96119525283159e-06,0.00012632356123286602,0.01595274551725892,0.0068320835857944,2.7085920564970035e-06,0.0019100895988326072,0.9243174408467544,0.0464714556095685
0.00021111288585688498,0.008171617359266872,0.0003280421089520275,3.4266124179957116e-05,0.00033554400553534563,0.022143199633629543,0.014413143689506833,1.1587905367780223e-05,0.0021469775517784398,0.8686663549032271,0.08353815383269933
0.0020310644325450596,0.00023420053961249068,9.191443714860451e-05,0.00012265898979278895,0.010004556530772788,0.0006381556954171205,0.00033009426000990295,2.4767708917351127e-05,0.00024220476372676901,0.9816662231321699,0.004614159509887177
0.00011421208803980076,0.10390034890955621,0.01037705272005413,2.8778368723899674e-05,3.728513354482601e-05,0.000661948060582072,0.037832216540769084,4.963341283751605e-05,0.0014393849816241888,0.038664838931614064,0.8068943008526541
0.00015422786935690878,0.14034869510788034,0.0014676589462013136,2.6200007311495708e-05,3.0780922312456104e-05,0.0025551087807950848,0.24616587751165434,3.1992121236276994e-05,0.000735092852553596,0.054189199462598106,0.5542951664181002
0.002404178587614718,0.015456693228294464,0.028467492734320535,0.00028192638925441646,0.00022067211479802494,0.003217103907461174,0.060748633947216135,0.00010578151159212115,0.16960025172668616,0.006744769549132357,0.7127524963036299
0.0001015176040326562,0.15765502333761958,0.002196315169905014,1.2470186237145096e-05,2.960455402569051e-05,0.0002638197641564521,0.35879978691143555,2.1134862672224157e-05,0.0038845750619159896,0.05996454905289069,0.4170712034951092
4.408101865229997e-05,0.007209204543880591,0.020642523521328428,8.448159412795364e-06,5.724380941423731e-06,0.001163961222760569,0.007680485197327584,1.2309171624940363e-05,0.002496654460668232,0.0373642122913079,0.9233723960320953
0.0001651609252576525,0.18340050747130765,0.0829889402661739,3.8069303947385325e-05,0.0001305257619367197,0.004237336672846977,0.26000199955590364,5.018160421088792e-05,0.1724282290185618,0.022099390078629565,0.2744596593412238
0.0004781630040479249,0.08081383058783102,0.0023572180016430675,3.850170289961586e-05,0.00015190366813405218,0.0002791831554934242,0.43630923987727205,4.067356928028045e-05,0.0003149684012212606,0.01584097839393327,0.463375339638244
6.779911839939967e-05,0.18030603084529764,0.009875878745753994,1.5531203461153925e-05,5.895355158182043e-05,0.0023803764296714157,0.323835198333015,8.488904565281276e-06,0.006403399590717426,0.017302820861915504,0.4597455224156213
4.175422784463082e-05,0.0016381203869446075,0.00040316023349305254,3.14618809389115e-05,0.0003172266042495116,0.9537033199486412,0.005137188009928599,2.9988605102501876e-06,8.892222957215743e-06,0.03553042733860016,0.0031854502858919566
2.600254604294602e-05,0.05640744141870989,0.002168267903963591,4.180556837457112e-06,3.8054816042602624e-05,0.0002979610764496081,0.05559564737021449,3.5779742898068087e-06,0.006245439860891822,0.007035397635567501,0.8721780288409903
0.00036381430382300344,0.1940361814756437,0.013646642067885321,6.578160491983616e-05,0.0004541560024442471,0.009826623137827343,0.05896010524120368,6.763161669889795e-05,0.3731364801654654,0.03799029532478538,0.31145228905930306
0.00016981621003160356,0.06211459994165431,0.04656613801791328,5.148449517138468e-05,2.1296059171278135e-05,0.006217944544038255,0.24571041643799896,6.553573318249497e-05,0.06546523843749495,0.16419740757253587,0.40942012255080756
5.713856415424197e-05,0.034112736737660285,0.00813607375411501,1.8159346711064308e-05,4.050086665062038e-05,0.001631318059780949,0.06744068711922235,7.4316895092752996e-06,0.3725137458711473,0.0029961833892884196,0.5130460246017605
0.000991150828188047,0.021346465907807366,0.008347519548322368,4.579019968884789e-05,8.976261464655633e-05,0.002519014231182206,0.2110014894944927,4.298052033375152e-05,0.12072611181775152,0.0038202837408189264,0.6310694310967678
0.0009517201975817615,0.0002472106747517971,3.394568659808347e-05,0.0010975273203552537,0.009291952998287424,0.004839839017747507,0.0005460144722083499,4.7261910714621094e-05,4.403152797991378e-05,0.9779128214710593,0.0049876747227161344
0.0028445984382961817,0.00010957445303726716,8.498900853145088e-05,0.00012382402282942804,0.006342549761010893,0.0002248024369364506,0.00018198152350935474,1.1162008827336275e-05,4.868880225421409e-05,0.9878953704180345,0.0021324591267328865
4.528869554783082e-05,0.1743271844324511,0.00031606386503255736,9.017148078255563e-06,0.0001102449633120023,0.0008488713819205391,0.017234518437431432,6.207770548610057e-06,0.001265157805039445,0.04914522132970922,0.756692224170929
0.0008293278045500223,0.027170502425039537,0.4306948211356104,0.00018137456499406292,2.320135648657537e-05,0.11701145977671697,0.22824958886720834,0.00014354611427277588,0.01419836178843131,0.029291077747414837,0.15220673841927523
0.02464505353984517,0.09728976415846737,0.08535972711048818,0.0016125853743216632,0.0005719243165762655,0.03975410560310805,0.6307413597207678,0.006613602598297377,0.0030635787447654285,0.0787335912596547,0.03161470757370809
0.002782307663888221,0.2591458959288924,0.019688150562716132,0.00011988202417446607,0.0002108405291066052,0.00910116288352695,0.5337642272582334,0.00010754980988908879,0.00044587359826934553,0.07688279771554063,0.0977513120257628
9.64515879190382e-05,0.01639276365837729,0.004565553581957315,2.56819644547984e-05,2.8041171790683422e-05,0.0008941374558430814,0.021618125959056746,6.76662854722386e-05,0.26076642527183125,0.003299206823804541,0.692245946239493
5.573550662448522e-05,0.009040585097907826,0.08181993019242492,1.0012712294344565e-05,1.112342683713781e-05,0.0008596154788435199,0.014618754507203206,1.985181668770529e-05,0.009865345638651176,0.0035931145215380178,0.8801059311009877
0.0005236887069881561,2.763721143787308e-05,0.0008459592876443614,0.9972185813065712,0.0007874809410645915,0.00014074225029510071,3.8360320551323995e-05,8.575642086220655e-05,1.5562545196868956e-06,0.00011760309195490049,0.0002126342081100861
9.997559355119993e-05,0.06779383225319117,0.015122691022739736,3.457698510486275e-05,7.676591394231537e-05,0.0028300237231215675,0.08050027880641475,4.106092511560192e-05,0.0660964101651507,0.06843155526287152,0.6989728293487966
0.0003528702060486535,0.03766645771630453,0.0010600045316740557,3.6559737998284466e-05,4.423777278492345e-05,0.0001840102857996698,0.08645182754708926,8.653759339408004e-05,0.0014959650630547113,0.006178666791742844,0.866442862754109
0.00015689524781882925,0.03966354929150618,0.49878717398240435,0.00016144115373175542,6.379066200809683e-05,0.014436969682678593,0.042494681712226236,4.151777774636318e-05,0.009943200215469647,0.006467827071286971,0.3877829532031227
1.453386212848486e-06,0.0004993866857186202,0.0002384186158060975,4.900469235392082e-07,4.394559044491182e-07,1.6561406484161112e-05,0.0010962421751666738,8.453006136675472e-07,0.9872131124460987,5.5036101302887634e-05,0.010878014379768281
5.650271070956423e-05,0.005707490068568286,0.9261880835133776,7.74245846019341e-05,2.7196432424470812e-05,0.007957062444543833,0.017221471003430598,1.9453325582012575e-05,2.4512192002809788e-05,0.02190566690196104,0.020815136822797894
0.0011757874608347469,0.00026536197848073696,0.00016328113766766358,0.00019504760582694894,0.0004264826862335497,0.0003168546467331576,0.0005860336495905065,6.993010753281805e-05,0.00010836236418438122,0.9959984868254269,0.0006943715374887238
0.00043110336512246753,0.009874302712353322,0.002004612024633257,8.293815649629085e-05,0.0014506071904592333,0.036227240440079085,0.021945011440074637,1.6430023044352895e-05,0.0005242585956925803,0.8593277874034153,0.06811570864862948
7.047270721924537e-06,0.0007629291796163257,0.0030425919014373842,2.3124331231172603e-06,7.363244734672285e-06,0.0011248099596671997,0.0019346020461271781,1.8932210879260635e-06,0.0004732707428398995,0.9846712713327256,0.007971908667918665
4.192602211628466e-06,0.002821390435301277,0.0004618757408645647,2.1682943977416108e-06,3.484421521740658e-06,0.00015564534638570296,0.007404977029251754,2.4210931412481163e-06,0.8320303151340843,0.0009977414668074476,0.15611578843603255
0.0017322768933184828,0.10186117897735564,0.022559457393019275,0.0001120672320497209,0.00014797404431498226,0.005556734216504655,0.4420704174909223,9.631295602171905e-05,0.006967992607409573,0.009278923871180634,0.40961666431790295
4.52934302177759e-05,0.000900560916334881,0.0019474080576390813,5.870679653057649e-06,9.424225602057279e-06,0.0023359784838879447,0.003443702827864657,3.84237939932072e-06,7.485166739126036e-05,0.9818885515222189,0.009344515809791072
0.00010038923212455995,0.025978502137935504,0.08932937350997384,2.4574488253419502e-05,6.661285693876613e-05,0.009924609895042246,0.11726458062992967,3.095261553872293e-05,0.1078283591681504,0.033085959376705575,0.6163660860894074
8.954894952539661e-05,0.07183511556015161,0.01858314575181878,6.931689260543603e-05,6.82455901616469e-05,0.015259430064801809,0.6975942220236868,7.582078258394555e-05,9.206920582590888e-05,0.15649295539396887,0.039840129784869595
9.51781568970537e-05,0.025482317502086488,0.8285228058389924,5.241252631066925e-05,1.7747634531121102e-05,0.020470960129835545,0.061437165653418814,0.0002801361975181495,0.003779500100831412,0.02225938799793498,0.0376023882616432
1.5520446688585304e-05,0.008612521670712412,0.012785448215424038,8.626856134617044e-06,8.812802237438162e-06,0.004919311125757353,0.01922569731978965,5.686089852607692e-06,0.7010905723762756,0.005542418762561372,0.24778538433456618
0.0005772740223001807,0.04934964844681692,0.007803448039620137,6.19562331223529e-05,0.00011509355564113662,0.003032130512742007,0.2386815076694409,0.0001881469224681834,0.20333006102750661,0.0049841581214484605,0.49187657544889307
5.212381178027472e-05,0.025628658515148336,0.0013658238818990023,1.8665216879493824e-05,0.00011703622260010809,0.0071477727662818185,0.013826164015229942,6.184102423885897e-06,0.0035643873917812164,0.06387637640052983,0.8843968076754462
5.952873526158444e-05,0.06250641017928346,0.0016838076937884976,1.3433870811586746e-05,4.296767337976572e-05,0.00014724772989251671,0.05892741782614605,1.9329657955930543e-05,0.0007242141853526698,0.010352521632728848,0.8655231208153991
0.00028099066929573353,0.029647374811150956,0.009847912114529888,1.1298633981498222e-05,6.967108986580225e-05,0.00039137142249796327,0.04210491521248847,1.1088267785709303e-05,0.0016467511258885052,0.012372059524007953,0.9036165671285076
0.00021361939421999125,0.11510004675979316,0.0012229750252211785,4.598214425660998e-05,0.0002729010745880912,0.001218048088662171,0.049882626463526196,2.3611028007664508e-05,0.0012884606182425767,0.2792611903159916,0.5514705390874908
0.00020124787481349643,0.188599508879673,0.04028453851804717,3.689189259868149e-05,0.00013879534098078545,0.005703924214363987,0.6736047929367222,3.483483356107402e-05,0.0053806994174761215,0.03816933895425119,0.04784542713751222
5.3127925350572e-06,0.009929982959256574,0.0003110146545230652,1.1357948446187577e-06,6.769109646638599e-06,5.858626204426294e-05,0.008284098843556038,1.7412690425727803e-06,0.8829574071062004,0.0005319743381215152,0.09791197687022907
6.026957147310963e-06,0.004963587935030925,0.0006326854496872885,1.1986414802168347e-06,4.987325198389183e-06,0.00015973007697027636,0.012022995082182004,2.1579627225899263e-06,0.8697871265730176,0.0015632408149061688,0.1108562631816572
6.508598766778842e-06,0.0044814922207287115,0.000453892730740515,3.6158151553566176e-06,2.0349210387020197e-06,0.0003758018933505031,0.0049440885349542,4.229602540410492e-06,0.9453466990564645,0.00039198478530707437,0.0439896518409533
4.518209651433269e-06,0.026782793825187095,0.005111342115641529,2.1095117067018784e-06,5.617305190336744e-06,0.0005375143749698413,0.03209071676639382,3.0244603341196725e-06,0.7128287146079809,0.002775567859539824,0.21985808096340442
0.000599190383871231,0.020224930862996204,0.05539696569330236,6.135334084560945e-05,9.278724094175913e-05,0.023175068858566395,0.039650166436287965,6.091543826113172e-05,0.004105911078570341,0.036670133508942444,0.8199625771574146
5.0019386526962486e-05,0.013900006252248982,0.0007905447622735072,2.999065071372838e-06,1.5154119610807029e-05,0.00034623684232525136,0.012415364172992159,5.3107139068924365e-06,0.010136848869753513,0.006836349156689475,0.9555011666586011
